id	locationID	countryCode	establishmentMeans	occurrenceRemarks
264	BR-AM	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
264	BR-AC	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
264	BR-PA	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
280	BR-BA	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
285	BR-ES	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
285	BR-RJ	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
285	BR-BA	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
301	BR-MT	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
301	BR-AC	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
315	BR-MA	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Amazônia"]}
315	BR-PA	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Amazônia"]}
319	BR-AM	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
342	BR-SE	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Caatinga"]}
342	BR-PI	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Caatinga"]}
342	BR-MG	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Caatinga"]}
342	BR-PE	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Caatinga"]}
342	BR-CE	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Caatinga"]}
342	BR-BA	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Caatinga"]}
343	BR-MS	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
343	BR-PR	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
343	BR-RS	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
343	BR-SC	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
343	BR-MG	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
343	BR-SP	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
343	BR-RJ	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
343	BR-ES	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
401	BR-SP	BR	CULTIVADA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
401	BR-PR	BR	CULTIVADA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
401	BR-GO	BR	CULTIVADA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
401	BR-MG	BR	CULTIVADA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
401	BR-RJ	BR	CULTIVADA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
401	BR-DF	BR	CULTIVADA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
401	BR-AL	BR	CULTIVADA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
401	BR-RS	BR	CULTIVADA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
401	BR-MS	BR	CULTIVADA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
401	BR-BA	BR	CULTIVADA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
401	BR-SC	BR	CULTIVADA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
409	BR-RS	BR	CULTIVADA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
409	BR-PR	BR	CULTIVADA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
409	BR-MG	BR	CULTIVADA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
409	BR-MA	BR	CULTIVADA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
409	BR-DF	BR	CULTIVADA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
409	BR-SC	BR	CULTIVADA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
409	BR-SP	BR	CULTIVADA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
409	BR-GO	BR	CULTIVADA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
409	BR-SE	BR	CULTIVADA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
409	BR-CE	BR	CULTIVADA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
409	BR-BA	BR	CULTIVADA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
409	BR-RJ	BR	CULTIVADA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
409	BR-MS	BR	CULTIVADA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
414	BR-PB	BR	CULTIVADA	{"endemism":"Não endemica"}
414	BR-CE	BR	CULTIVADA	{"endemism":"Não endemica"}
414	BR-RS	BR	CULTIVADA	{"endemism":"Não endemica"}
414	BR-PR	BR	CULTIVADA	{"endemism":"Não endemica"}
414	BR-PA	BR	CULTIVADA	{"endemism":"Não endemica"}
414	BR-ES	BR	CULTIVADA	{"endemism":"Não endemica"}
414	BR-AC	BR	CULTIVADA	{"endemism":"Não endemica"}
414	BR-SE	BR	CULTIVADA	{"endemism":"Não endemica"}
414	BR-MS	BR	CULTIVADA	{"endemism":"Não endemica"}
414	BR-PE	BR	CULTIVADA	{"endemism":"Não endemica"}
414	BR-RJ	BR	CULTIVADA	{"endemism":"Não endemica"}
414	BR-RR	BR	CULTIVADA	{"endemism":"Não endemica"}
414	BR-RO	BR	CULTIVADA	{"endemism":"Não endemica"}
414	BR-AP	BR	CULTIVADA	{"endemism":"Não endemica"}
414	BR-SC	BR	CULTIVADA	{"endemism":"Não endemica"}
414	BR-AL	BR	CULTIVADA	{"endemism":"Não endemica"}
414	BR-MA	BR	CULTIVADA	{"endemism":"Não endemica"}
414	BR-DF	BR	CULTIVADA	{"endemism":"Não endemica"}
414	BR-MT	BR	CULTIVADA	{"endemism":"Não endemica"}
414	BR-BA	BR	CULTIVADA	{"endemism":"Não endemica"}
414	BR-GO	BR	CULTIVADA	{"endemism":"Não endemica"}
414	BR-SP	BR	CULTIVADA	{"endemism":"Não endemica"}
414	BR-AM	BR	CULTIVADA	{"endemism":"Não endemica"}
414	BR-MG	BR	CULTIVADA	{"endemism":"Não endemica"}
414	BR-TO	BR	CULTIVADA	{"endemism":"Não endemica"}
414	BR-PI	BR	CULTIVADA	{"endemism":"Não endemica"}
414	BR-RN	BR	CULTIVADA	{"endemism":"Não endemica"}
439	BR-PA	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
439	BR-AC	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
439	BR-AM	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
440	BR-PE	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
440	BR-RJ	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
440	BR-ES	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
440	BR-BA	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
441	BR-ES	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
442	BR-ES	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
444	BR-ES	BR	NATIVA	{"endemism":"Endemica"}
444	BR-BA	BR	NATIVA	{"endemism":"Endemica"}
445	BR-BA	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
446	BR-ES	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
446	BR-BA	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
446	BR-RJ	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
448	BR-BA	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
449	BR-RJ	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
449	BR-ES	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
449	BR-BA	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
450	BR-ES	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
450	BR-RJ	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
451	BR-AM	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
451	BR-PA	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
451	BR-AC	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
452	BR-ES	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
452	BR-BA	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
453	BR-RJ	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
453	BR-MG	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
453	BR-SP	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
454	BR-ES	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
458	BR-RJ	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
459	BR-PA	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
459	BR-MA	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
459	BR-AM	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
459	BR-RO	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
460	BR-PA	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
460	BR-AM	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
460	BR-AP	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
460	BR-AC	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
461	BR-AL	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
461	BR-RJ	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
461	BR-PB	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
461	BR-BA	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
461	BR-PE	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
461	BR-ES	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
461	BR-RN	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
461	BR-MA	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
461	BR-SE	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
463	BR-BA	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
466	BR-ES	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Mata Atlântica"]}
466	BR-CE	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Mata Atlântica"]}
466	BR-AL	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Mata Atlântica"]}
466	BR-PE	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Mata Atlântica"]}
466	BR-BA	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Mata Atlântica"]}
466	BR-RJ	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Mata Atlântica"]}
467	BR-BA	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
468	BR-RJ	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
468	BR-ES	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
469	BR-AL	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
469	BR-ES	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
469	BR-BA	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
469	BR-CE	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
469	BR-RJ	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
469	BR-MG	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
469	BR-PE	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
470	BR-ES	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
471	BR-ES	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
471	BR-BA	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
472	BR-BA	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
474	BR-MG	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
474	BR-ES	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
475	BR-ES	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
475	BR-MG	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
475	BR-RJ	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
476	BR-BA	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
477	BR-RJ	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
478	BR-BA	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
478	BR-RJ	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
479	BR-SP	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
479	BR-ES	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
479	BR-PR	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
479	BR-DF	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
479	BR-MG	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
479	BR-RJ	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
480	BR-BA	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
480	BR-ES	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
481	BR-AM	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
482	BR-BA	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
483	BR-BA	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
483	BR-ES	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
484	BR-RJ	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
485	BR-PA	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
485	BR-AM	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
486	BR-AM	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
486	BR-RR	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
486	BR-AC	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
487	BR-AC	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
487	BR-PA	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
487	BR-RO	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
531	BR-AM	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
534	BR-AM	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
542	BR-MG	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
542	BR-MT	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
542	BR-RO	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
542	BR-SP	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
542	BR-BA	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
542	BR-AC	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
542	BR-ES	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
542	BR-RJ	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
554	BR-ES	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
554	BR-BA	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Mata Atlântica"]}
555	BR-RR	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
555	BR-GO	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
555	BR-AP	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
555	BR-TO	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
555	BR-PE	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
555	BR-MT	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
555	BR-AL	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
555	BR-PI	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
555	BR-RO	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
555	BR-ES	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
555	BR-AM	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
555	BR-MA	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
555	BR-PA	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
555	BR-BA	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
555	BR-PB	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
555	BR-SE	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
555	BR-MS	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
555	BR-AC	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
555	BR-CE	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
557	BR-PA	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Mata Atlântica"]}
557	BR-ES	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Mata Atlântica"]}
557	BR-AL	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Mata Atlântica"]}
557	BR-AM	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Mata Atlântica"]}
557	BR-MA	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Mata Atlântica"]}
557	BR-SE	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Mata Atlântica"]}
557	BR-PE	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Mata Atlântica"]}
557	BR-RJ	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Mata Atlântica"]}
557	BR-MG	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Mata Atlântica"]}
557	BR-BA	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Mata Atlântica"]}
557	BR-RR	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Mata Atlântica"]}
569	BR-AC	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
573	BR-CE	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado"]}
573	BR-BA	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado"]}
573	BR-PE	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado"]}
573	BR-AC	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado"]}
573	BR-MA	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado"]}
573	BR-PA	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado"]}
573	BR-PI	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado"]}
573	BR-MG	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado"]}
573	BR-MS	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado"]}
575	BR-PA	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
575	BR-AC	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
575	BR-AM	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
578	BR-AP	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
578	BR-RO	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
578	BR-PA	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
578	BR-AM	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
578	BR-MT	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
578	BR-AC	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia"]}
580	BR-MG	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Caatinga"]}
580	BR-BA	BR	NATIVA	{"endemism":"Endemica","phytogeographicDomain":["Caatinga"]}
581	BR-PR	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Mata Atlântica"]}
581	BR-SC	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Mata Atlântica"]}
583	BR-RJ	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
583	BR-MT	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
583	BR-MG	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
583	BR-ES	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
583	BR-BA	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
583	BR-MS	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
583	BR-CE	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
583	BR-GO	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
583	BR-PE	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
583	BR-PR	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
583	BR-SC	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
583	BR-SP	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Cerrado","Mata Atlântica"]}
589	BR-MS	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
589	BR-PR	BR	NATIVA	{"endemism":"Não endemica","phytogeographicDomain":["Amazônia","Caatinga","Cerrado","Mata Atlântica"]}
