id	relatedResourceID	relationshipOfResource
8121	58378	Tem como sinônimo HETEROTIPICO
8239	58465	Tem como sinônimo HETEROTIPICO
59379	58465	Tem como sinônimo HETEROTIPICO
23320	58382	Tem como sinônimo HETEROTIPICO
8114	58384	Tem como sinônimo HETEROTIPICO
25596	58437	Tem como sinônimo HETEROTIPICO
8120	58376	Tem como sinônimo HETEROTIPICO
25596	58444	Tem como sinônimo HETEROTIPICO
25596	58447	Tem como sinônimo HETEROTIPICO
8104	58407	Tem como sinônimo HETEROTIPICO
8116	58390	Tem como sinônimo HETEROTIPICO
8111	58392	Tem como sinônimo HOMOTIPICO
8111	58395	Tem como sinônimo HOMOTIPICO
88256	58402	Tem como sinônimo HETEROTIPICO
8107	58403	Tem como sinônimo HETEROTIPICO
36494	58419	Tem como sinônimo HETEROTIPICO
8270	58433	Tem como sinônimo HOMOTIPICO
36605	58474	Tem como sinônimo HETEROTIPICO
23335	58475	Tem como sinônimo HETEROTIPICO
8183	58476	Tem como sinônimo HETEROTIPICO
8102	58478	Tem como sinônimo HETEROTIPICO
23335	58480	Tem como sinônimo HETEROTIPICO
8124	58487	Tem como sinônimo HETEROTIPICO
23335	58488	Tem como sinônimo HETEROTIPICO
23320	58491	Tem como sinônimo HETEROTIPICO
8257	58486	Tem como sinônimo HOMOTIPICO
59418	58486	
132572	58760	Tem como sinônimo HETEROTIPICO
17854	58767	Tem como sinônimo BASIONIMO
36561	58780	Tem como sinônimo HETEROTIPICO
30161	58763	Tem como sinônimo HETEROTIPICO
30128	58788	Tem como sinônimo HETEROTIPICO
132585	58788	Tem como sinônimo HETEROTIPICO
30145	58790	Tem como sinônimo HOMOTIPICO
8171	58805	Tem como sinônimo BASIONIMO
30114	58758	Tem como sinônimo BASIONIMO
8176	58791	Tem como sinônimo HETEROTIPICO
17855	58764	Tem como sinônimo HETEROTIPICO
30100	58815	Tem como sinônimo HETEROTIPICO
58708	58802	Tem como sinônimo HETEROTIPICO
30103	58797	Tem como sinônimo HETEROTIPICO
17904	58808	Tem como sinônimo HETEROTIPICO
132668	58808	Tem como sinônimo HETEROTIPICO
132668	58817	Tem como sinônimo HETEROTIPICO
17861	58822	Tem como sinônimo HETEROTIPICO
30103	58813	Tem como sinônimo HETEROTIPICO
25600	58835	Tem como sinônimo HETEROTIPICO
8264	58761	Tem como sinônimo HETEROTIPICO
8186	58775	Tem como sinônimo HETEROTIPICO
17884	58782	Tem como sinônimo HETEROTIPICO
17898	58769	Tem como sinônimo HETEROTIPICO
8272	58772	Tem como sinônimo HETEROTIPICO
8228	58774	Tem como sinônimo HETEROTIPICO
17854	58766	Tem como sinônimo HETEROTIPICO
8223	58768	Tem como sinônimo HETEROTIPICO
132591	58800	Tem como sinônimo HETEROTIPICO
8270	58777	Tem como sinônimo HETEROTIPICO
8272	58803	Tem como sinônimo HETEROTIPICO
30126	58773	Tem como sinônimo HOMOTIPICO
8194	58823	Tem como sinônimo HETEROTIPICO
8193	58814	Tem como sinônimo HETEROTIPICO
30103	58806	Tem como sinônimo BASIONIMO
8246	58820	Tem como sinônimo HETEROTIPICO
36539	58783	Tem como sinônimo HETEROTIPICO
58708	58778	Tem como sinônimo HETEROTIPICO
17906	58799	Tem como sinônimo HETEROTIPICO
132591	58770	Tem como sinônimo HETEROTIPICO
17904	58801	Tem como sinônimo HETEROTIPICO
132668	58801	Tem como sinônimo HETEROTIPICO
58812	58811	Tem como sinônimo HOMOTIPICO
8255	58811	Tem como sinônimo HETEROTIPICO
8235	58819	Tem como sinônimo HETEROTIPICO
132560	58819	Tem como sinônimo HETEROTIPICO
36568	58821	Tem como sinônimo HETEROTIPICO
132631	58821	Tem como sinônimo HETEROTIPICO
8239	58836	Tem como sinônimo HETEROTIPICO
59379	58836	Tem como sinônimo HETEROTIPICO
8222	58837	Tem como sinônimo HETEROTIPICO
132588	58837	Tem como sinônimo HETEROTIPICO
17884	58756	Tem como sinônimo HETEROTIPICO
134851	58754	Tem como sinônimo HETEROTIPICO
8170	58751	Tem como sinônimo BASIONIMO
8255	58812	Tem como sinônimo HETEROTIPICO
17866	58776	Tem como sinônimo BASIONIMO
36568	58762	Tem como sinônimo HETEROTIPICO
132631	58762	Tem como sinônimo HETEROTIPICO
8239	58852	Tem como sinônimo HETEROTIPICO
59379	58852	Tem como sinônimo HETEROTIPICO
36568	58856	Tem como sinônimo HETEROTIPICO
132631	58856	Tem como sinônimo HETEROTIPICO
8272	58862	Tem como sinônimo HETEROTIPICO
30128	58863	Tem como sinônimo HETEROTIPICO
132585	58863	Tem como sinônimo HETEROTIPICO
8241	58864	Tem como sinônimo HETEROTIPICO
132562	58864	Tem como sinônimo HETEROTIPICO
8199	58867	Tem como sinônimo HETEROTIPICO
132591	58871	Tem como sinônimo HETEROTIPICO
8172	58874	Tem como sinônimo BASIONIMO
8173	58885	Tem como sinônimo BASIONIMO
134552	58891	Tem como sinônimo BASIONIMO
8218	58818	Tem como sinônimo HETEROTIPICO
8235	58901	Tem como sinônimo HETEROTIPICO
132560	58901	Tem como sinônimo HETEROTIPICO
17904	58913	Tem como sinônimo HETEROTIPICO
132668	58913	Tem como sinônimo HETEROTIPICO
8208	58920	Tem como sinônimo HETEROTIPICO
132576	58920	Tem como sinônimo BASIONIMO
8181	58922	Tem como sinônimo BASIONIMO
8267	58923	Tem como sinônimo HETEROTIPICO
132610	58923	Tem como sinônimo HETEROTIPICO
36561	58929	Tem como sinônimo HETEROTIPICO
8235	58858	Tem como sinônimo HETEROTIPICO
132560	58858	Tem como sinônimo HETEROTIPICO
36524	58878	Tem como sinônimo BASIONIMO
8181	58890	Tem como sinônimo HETEROTIPICO
8210	58840	Tem como sinônimo HETEROTIPICO
58841	58840	Tem como sinônimo HOMOTIPICO
132642	58840	Tem como sinônimo BASIONIMO
30167	58847	Tem como sinônimo HETEROTIPICO
132568	58847	Tem como sinônimo HETEROTIPICO
8192	58845	Tem como sinônimo HETEROTIPICO
8180	58876	Tem como sinônimo BASIONIMO
30108	58843	Tem como sinônimo BASIONIMO
132591	58912	Tem como sinônimo HETEROTIPICO
8225	58893	Tem como sinônimo HETEROTIPICO
30109	58861	Tem como sinônimo BASIONIMO
8221	58908	Tem como sinônimo HETEROTIPICO
8221	58930	Tem como sinônimo HETEROTIPICO
132549	58931	Tem como sinônimo HETEROTIPICO
8210	58851	Tem como sinônimo HETEROTIPICO
132642	58851	Tem como sinônimo HETEROTIPICO
8223	58844	Tem como sinônimo HETEROTIPICO
8219	58872	Tem como sinônimo HETEROTIPICO
8190	58914	Tem como sinônimo HETEROTIPICO
30107	58842	Tem como sinônimo BASIONIMO
8176	58900	Tem como sinônimo HETEROTIPICO
8257	58854	Tem como sinônimo HETEROTIPICO
59418	58854	Tem como sinônimo HETEROTIPICO
17904	58855	Tem como sinônimo HETEROTIPICO
132668	58855	Tem como sinônimo HETEROTIPICO
8239	58865	Tem como sinônimo HETEROTIPICO
59379	58865	Tem como sinônimo HETEROTIPICO
8222	58877	Tem como sinônimo HETEROTIPICO
132588	58877	Tem como sinônimo HETEROTIPICO
8235	58879	Tem como sinônimo HETEROTIPICO
132560	58879	Tem como sinônimo HETEROTIPICO
8176	58853	Tem como sinônimo HETEROTIPICO
25600	58927	Tem como sinônimo HETEROTIPICO
8218	58918	Tem como sinônimo HETEROTIPICO
8201	58906	Tem como sinônimo HETEROTIPICO
132623	58906	Tem como sinônimo HETEROTIPICO
8222	58909	Tem como sinônimo HETEROTIPICO
132588	58909	Tem como sinônimo HETEROTIPICO
8235	58915	Tem como sinônimo HETEROTIPICO
132560	58915	Tem como sinônimo HETEROTIPICO
8175	58816	Tem como sinônimo HETEROTIPICO
8182	58928	Tem como sinônimo BASIONIMO
8235	58917	Tem como sinônimo HETEROTIPICO
132560	58917	Tem como sinônimo HETEROTIPICO
17912	58937	Tem como sinônimo HETEROTIPICO
23335	58938	Tem como sinônimo HETEROTIPICO
36605	58939	Tem como sinônimo HETEROTIPICO
8296	58940	Tem como sinônimo HETEROTIPICO
8287	58942	Tem como sinônimo BASIONIMO
8291	58952	Tem como sinônimo HETEROTIPICO
36605	58953	Tem como sinônimo HETEROTIPICO
8296	58954	Tem como sinônimo HETEROTIPICO
17916	58955	Tem como sinônimo HETEROTIPICO
8296	58956	Tem como sinônimo HETEROTIPICO
17912	58957	Tem como sinônimo HETEROTIPICO
23335	58959	Tem como sinônimo HETEROTIPICO
8296	58964	Tem como sinônimo HETEROTIPICO
17911	58970	Tem como sinônimo HETEROTIPICO
8296	58977	Tem como sinônimo HETEROTIPICO
17912	58984	Tem como sinônimo HETEROTIPICO
8366	58988	Tem como sinônimo HETEROTIPICO
8269	58990	Tem como sinônimo HETEROTIPICO
30110	58910	Tem como sinônimo BASIONIMO
8193	58981	Tem como sinônimo HETEROTIPICO
8225	58916	Tem como sinônimo HETEROTIPICO
8366	58991	Tem como sinônimo HETEROTIPICO
23335	58992	Tem como sinônimo HETEROTIPICO
8126	59000	Tem como sinônimo HETEROTIPICO
58463	59001	Tem como sinônimo HETEROTIPICO
8160	58947	Tem como sinônimo BASIONIMO
8168	58951	Tem como sinônimo BASIONIMO
8167	58948	Tem como sinônimo BASIONIMO
17911	58965	Tem como sinônimo HETEROTIPICO
36464	58421	Tem como sinônimo HETEROTIPICO
36466	58421	Tem como sinônimo BASIONIMO
8239	58464	Tem como sinônimo HETEROTIPICO
59379	58464	Tem como sinônimo HETEROTIPICO
8239	58477	Tem como sinônimo HETEROTIPICO
59379	58477	Tem como sinônimo HETEROTIPICO
8257	58483	Tem como sinônimo HETEROTIPICO
59418	58483	Tem como sinônimo HETEROTIPICO
8239	58482	Tem como sinônimo HETEROTIPICO
59379	58482	Tem como sinônimo HETEROTIPICO
25596	58436	Tem como sinônimo HETEROTIPICO
36608	58428	Tem como sinônimo HETEROTIPICO
8109	58416	Tem como sinônimo HETEROTIPICO
8123	58446	Tem como sinônimo HETEROTIPICO
23320	58492	Tem como sinônimo BASIONIMO
8296	58494	
23335	58495	Tem como sinônimo HETEROTIPICO
17910	58496	Tem como sinônimo HETEROTIPICO
8366	58497	
8359	58498	Tem como sinônimo HETEROTIPICO
8125	58453	Tem como sinônimo HETEROTIPICO
8125	58454	Tem como sinônimo HETEROTIPICO
8124	58499	Tem como sinônimo HETEROTIPICO
36605	58500	Tem como sinônimo HETEROTIPICO
8366	58501	
23325	58502	Tem como sinônimo HETEROTIPICO
132766	58507	Tem como sinônimo HETEROTIPICO
17913	58519	Tem como sinônimo BASIONIMO
19833	61455	Tem como sinônimo HOMOTIPICO
10660	61459	Tem como sinônimo HETEROTIPICO
31472	61465	Tem como sinônimo HETEROTIPICO
36999	61477	Tem como sinônimo HETEROTIPICO
129438	61477	Tem como sinônimo HOMOTIPICO
37000	61486	Tem como sinônimo BASIONIMO
36262	57422	Tem como sinônimo HETEROTIPICO
36262	57427	Tem como sinônimo HETEROTIPICO
57341	57342	Tem como sinônimo BASIONIMO
17690	57342	Tem como sinônimo HETEROTIPICO
17693	57414	Tem como sinônimo HETEROTIPICO
36089	57385	Tem como sinônimo HETEROTIPICO
17693	57431	Tem como sinônimo HETEROTIPICO
29393	57433	Tem como sinônimo HETEROTIPICO
17694	57446	Tem como sinônimo HETEROTIPICO
29393	57458	Tem como sinônimo HETEROTIPICO
29393	57459	Tem como sinônimo HETEROTIPICO
25542	57460	Tem como sinônimo HETEROTIPICO
17561	57462	Tem como sinônimo HETEROTIPICO
17561	57463	Tem como sinônimo HETEROTIPICO
17497	57464	Tem como sinônimo HETEROTIPICO
17497	57465	Tem como sinônimo HETEROTIPICO
17561	57467	Tem como sinônimo HETEROTIPICO
17561	57470	Tem como sinônimo HETEROTIPICO
22682	57473	Tem como sinônimo HETEROTIPICO
17561	57475	Tem como sinônimo HETEROTIPICO
29153	57400	Tem como sinônimo HOMOTIPICO
25544	57411	Tem como sinônimo HETEROTIPICO
36256	57410	Tem como sinônimo HETEROTIPICO
17561	57479	Tem como sinônimo HETEROTIPICO
36059	57481	Tem como sinônimo HETEROTIPICO
36059	57484	Tem como sinônimo HETEROTIPICO
17561	57485	Tem como sinônimo HETEROTIPICO
17580	57486	Tem como sinônimo HETEROTIPICO
17561	57488	Tem como sinônimo HETEROTIPICO
25544	57461	Tem como sinônimo HETEROTIPICO
36257	57428	Tem como sinônimo HETEROTIPICO
36059	57482	Tem como sinônimo HETEROTIPICO
36082	57393	Tem como sinônimo HOMOTIPICO
25466	57402	Tem como sinônimo BASIONIMO
36251	57429	Tem como sinônimo HETEROTIPICO
36059	57483	Tem como sinônimo HOMOTIPICO
23264	57489	Tem como sinônimo HETEROTIPICO
23264	57490	Tem como sinônimo HETEROTIPICO
23264	57491	Tem como sinônimo HETEROTIPICO
23266	57492	Tem como sinônimo HETEROTIPICO
23265	57493	Tem como sinônimo HETEROTIPICO
23267	57497	Tem como sinônimo HETEROTIPICO
23266	57500	Tem como sinônimo HETEROTIPICO
23266	57501	Tem como sinônimo HETEROTIPICO
25544	57441	Tem como sinônimo HETEROTIPICO
36253	57425	Tem como sinônimo HETEROTIPICO
54270	57425	Tem como sinônimo HETEROTIPICO
23267	57494	Tem como sinônimo HETEROTIPICO
36269	57499	Tem como sinônimo HOMOTIPICO
17693	57426	Tem como sinônimo HETEROTIPICO
17694	57432	Tem como sinônimo HETEROTIPICO
17694	57423	Tem como sinônimo HETEROTIPICO
17694	57430	Tem como sinônimo HETEROTIPICO
17694	57440	Tem como sinônimo HETEROTIPICO
17694	57421	Tem como sinônimo HETEROTIPICO
17694	57448	Tem como sinônimo HETEROTIPICO
17694	57424	Tem como sinônimo HETEROTIPICO
23265	57502	Tem como sinônimo HETEROTIPICO
23265	57508	Tem como sinônimo HETEROTIPICO
36268	57509	Tem como sinônimo HETEROTIPICO
23264	57510	Tem como sinônimo HETEROTIPICO
23266	57511	Tem como sinônimo HETEROTIPICO
36292	57633	Tem como sinônimo HETEROTIPICO
36294	57638	Tem como sinônimo HETEROTIPICO
30039	57639	Tem como sinônimo HETEROTIPICO
30039	57641	Tem como sinônimo HETEROTIPICO
25584	57642	Tem como sinônimo HETEROTIPICO
30039	57645	Tem como sinônimo HETEROTIPICO
36292	57647	Tem como sinônimo HETEROTIPICO
36291	57654	Tem como sinônimo HOMOTIPICO
25584	57657	Tem como sinônimo HETEROTIPICO
36292	57659	Tem como sinônimo HETEROTIPICO
17823	57664	Tem como sinônimo HETEROTIPICO
17824	57665	Tem como sinônimo HETEROTIPICO
30039	57668	Tem como sinônimo HETEROTIPICO
25584	57669	
36291	57656	Tem como sinônimo HETEROTIPICO
17822	57637	Tem como sinônimo HETEROTIPICO
36293	57637	Tem como sinônimo HETEROTIPICO
36303	57671	Tem como sinônimo HETEROTIPICO
17824	57663	Tem como sinônimo HETEROTIPICO
30036	57634	Tem como sinônimo HOMOTIPICO
17824	57673	Tem como sinônimo HETEROTIPICO
36294	57674	
17824	57679	Tem como sinônimo HETEROTIPICO
36303	57698	Tem como sinônimo HETEROTIPICO
36303	57699	Tem como sinônimo HETEROTIPICO
17824	57675	Tem como sinônimo HETEROTIPICO
17824	57667	Tem como sinônimo HETEROTIPICO
36305	57748	Tem como sinônimo HETEROTIPICO
36303	57697	Tem como sinônimo HETEROTIPICO
36303	57689	Tem como sinônimo HETEROTIPICO
36303	57691	Tem como sinônimo HETEROTIPICO
25585	57696	Tem como sinônimo HETEROTIPICO
36303	57747	Tem como sinônimo HETEROTIPICO
23437	60019	Tem como sinônimo HETEROTIPICO
23431	59988	Tem como sinônimo HETEROTIPICO
17964	60000	Tem como sinônimo HETEROTIPICO
23436	60032	Tem como sinônimo HETEROTIPICO
17964	59989	Tem como sinônimo HETEROTIPICO
17964	59994	Tem como sinônimo HETEROTIPICO
8561	59995	Tem como sinônimo HETEROTIPICO
17964	59998	Tem como sinônimo HETEROTIPICO
36689	60035	Tem como sinônimo HETEROTIPICO
36661	60051	Tem como sinônimo HETEROTIPICO
17965	60054	Tem como sinônimo HETEROTIPICO
8554	60042	Tem como sinônimo HETEROTIPICO
36676	60053	Tem como sinônimo HETEROTIPICO
17965	60048	Tem como sinônimo HETEROTIPICO
36687	60015	Tem como sinônimo BASIONIMO
36690	60014	Tem como sinônimo HETEROTIPICO
17968	60047	Tem como sinônimo HETEROTIPICO
60046	60047	Tem como sinônimo HOMOTIPICO
17969	60043	Tem como sinônimo HETEROTIPICO
17965	60022	Tem como sinônimo HETEROTIPICO
36660	60063	Tem como sinônimo HETEROTIPICO
17968	60069	Tem como sinônimo HETEROTIPICO
60253	60069	Tem como sinônimo BASIONIMO
23437	60061	Tem como sinônimo HETEROTIPICO
36685	60059	Tem como sinônimo HETEROTIPICO
36689	60058	Tem como sinônimo HETEROTIPICO
30224	60050	Tem como sinônimo HOMOTIPICO
8560	60041	Tem como sinônimo BASIONIMO
36675	60038	Tem como sinônimo HETEROTIPICO
23436	60039	Tem como sinônimo HETEROTIPICO
36672	60036	Tem como sinônimo HETEROTIPICO
8560	60033	Tem como sinônimo HETEROTIPICO
23432	60031	Tem como sinônimo HETEROTIPICO
8554	60024	Tem como sinônimo HETEROTIPICO
36656	60073	Tem como sinônimo HETEROTIPICO
17966	60081	Tem como sinônimo HETEROTIPICO
36624	60086	Tem como sinônimo HETEROTIPICO
36628	60088	Tem como sinônimo HETEROTIPICO
8557	60094	
23441	60101	
8560	60067	Tem como sinônimo HETEROTIPICO
17968	60046	Tem como sinônimo HETEROTIPICO
8560	60075	Tem como sinônimo HETEROTIPICO
36696	60062	Tem como sinônimo HOMOTIPICO
36695	60055	Tem como sinônimo HETEROTIPICO
23432	60085	Tem como sinônimo HETEROTIPICO
36672	60049	Tem como sinônimo HETEROTIPICO
23437	60044	Tem como sinônimo HETEROTIPICO
23435	60083	Tem como sinônimo HETEROTIPICO
8557	60090	
17968	60078	Tem como sinônimo HETEROTIPICO
23441	60123	
8557	60119	
8557	60114	
8557	60116	
23436	60080	Tem como sinônimo HETEROTIPICO
8557	60093	
8557	60121	
17965	60065	Tem como sinônimo HETEROTIPICO
23441	60142	
36692	60064	Tem como sinônimo HETEROTIPICO
59945	60064	Tem como sinônimo BASIONIMO
23441	60144	
23441	60127	Tem como sinônimo HETEROTIPICO
8557	60130	
36698	60066	Tem como sinônimo HOMOTIPICO
23441	60143	
10589	61494	Tem como sinônimo BASIONIMO
605439	61494	Tem como sinônimo BASIONIMO
36880	61448	Tem como sinônimo HOMOTIPICO
616150	61524	Tem como sinônimo HETEROTIPICO
10660	61551	Tem como sinônimo HETEROTIPICO
126955	61552	Tem como sinônimo HOMOTIPICO
127484	61552	Tem como sinônimo HOMOTIPICO
10853	61565	Tem como sinônimo HETEROTIPICO
10820	61546	Tem como sinônimo BASIONIMO
10885	61478	Tem como sinônimo HETEROTIPICO
10321	61446	Tem como sinônimo BASIONIMO
36971	61484	Tem como sinônimo HETEROTIPICO
10549	61484	Tem como sinônimo HETEROTIPICO
63050	61558	Tem como sinônimo HOMOTIPICO
37126	61369	Tem como sinônimo BASIONIMO
10699	61369	Tem como sinônimo HETEROTIPICO
37048	61460	Tem como sinônimo HOMOTIPICO
61751	61526	Tem como sinônimo BASIONIMO
611353	61526	Tem como sinônimo HETEROTIPICO
10699	61557	Tem como sinônimo HETEROTIPICO
10331	61450	Tem como sinônimo BASIONIMO
10792	61474	Tem como sinônimo HETEROTIPICO
10892	61475	Tem como sinônimo HOMOTIPICO
63314	61380	Tem como sinônimo BASIONIMO
10765	61380	Tem como sinônimo HETEROTIPICO
10262	61423	Tem como sinônimo HETEROTIPICO
10312	61441	Tem como sinônimo BASIONIMO
10326	61442	Tem como sinônimo HETEROTIPICO
63817	61442	Tem como sinônimo HOMOTIPICO
36822	61463	Tem como sinônimo HETEROTIPICO
31472	61464	Tem como sinônimo HETEROTIPICO
31472	61467	Tem como sinônimo HETEROTIPICO
10641	61549	Tem como sinônimo HOMOTIPICO
10772	61562	Tem como sinônimo HETEROTIPICO
63215	61562	Tem como sinônimo HOMOTIPICO
31472	61462	Tem como sinônimo HETEROTIPICO
61742	61521	Tem como sinônimo BASIONIMO
608696	61521	Tem como sinônimo HETEROTIPICO
8222	59419	Tem como sinônimo HETEROTIPICO
132588	59419	Tem como sinônimo HETEROTIPICO
30167	59420	Tem como sinônimo HOMOTIPICO
132568	59420	Tem como sinônimo HOMOTIPICO
8267	59434	Tem como sinônimo HETEROTIPICO
132610	59434	Tem como sinônimo HETEROTIPICO
8267	59441	Tem como sinônimo HOMOTIPICO
132610	59441	Tem como sinônimo HOMOTIPICO
8173	59404	Tem como sinônimo HOMOTIPICO
8176	59407	Tem como sinônimo HETEROTIPICO
36597	59691	Tem como sinônimo HETEROTIPICO
8199	59405	Tem como sinônimo HETEROTIPICO
8250	59400	Tem como sinônimo HOMOTIPICO
132576	59431	Tem como sinônimo HOMOTIPICO
132569	59423	Tem como sinônimo HOMOTIPICO
134851	59443	Tem como sinônimo HOMOTIPICO
17906	59435	Tem como sinônimo HOMOTIPICO
8263	59427	Tem como sinônimo HOMOTIPICO
36561	59437	Tem como sinônimo HETEROTIPICO
36567	59402	Tem como sinônimo HETEROTIPICO
8182	59436	Tem como sinônimo HOMOTIPICO
30139	59412	Tem como sinônimo HETEROTIPICO
8248	59398	Tem como sinônimo HOMOTIPICO
132549	59439	Tem como sinônimo HETEROTIPICO
23335	59456	Tem como sinônimo HETEROTIPICO
36605	59457	Tem como sinônimo HETEROTIPICO
36605	59458	Tem como sinônimo HETEROTIPICO
23325	59459	Tem como sinônimo HETEROTIPICO
8276	59460	Tem como sinônimo HETEROTIPICO
23335	59461	Tem como sinônimo HETEROTIPICO
23335	59462	Tem como sinônimo HETEROTIPICO
8366	59463	Tem como sinônimo HETEROTIPICO
8235	59467	Tem como sinônimo BASIONIMO
132560	59467	Tem como sinônimo BASIONIMO
8366	59472	Tem como sinônimo HETEROTIPICO
8124	59473	Tem como sinônimo HETEROTIPICO
8225	59426	Tem como sinônimo HETEROTIPICO
8296	59474	Tem como sinônimo HETEROTIPICO
117019	59475	Tem como sinônimo HETEROTIPICO
117019	59476	Tem como sinônimo HETEROTIPICO
36584	59492	Tem como sinônimo HETEROTIPICO
17904	59465	Tem como sinônimo HETEROTIPICO
132668	59465	Tem como sinônimo BASIONIMO
8239	59469	Tem como sinônimo BASIONIMO
59379	59469	Tem como sinônimo BASIONIMO
36568	59471	Tem como sinônimo HETEROTIPICO
132631	59471	Tem como sinônimo HOMOTIPICO
36584	59505	Tem como sinônimo HETEROTIPICO
36568	59468	Tem como sinônimo HETEROTIPICO
132631	59468	Tem como sinônimo HETEROTIPICO
36587	59499	Tem como sinônimo HETEROTIPICO
17916	59555	Tem como sinônimo HETEROTIPICO
8102	59556	Tem como sinônimo HETEROTIPICO
8124	59557	Tem como sinônimo HETEROTIPICO
8296	59558	Tem como sinônimo HETEROTIPICO
8296	59559	Tem como sinônimo HETEROTIPICO
17916	59560	Tem como sinônimo HETEROTIPICO
36519	59447	Tem como sinônimo HETEROTIPICO
8154	59447	Tem como sinônimo HETEROTIPICO
59722	59447	Tem como sinônimo BASIONIMO
8125	59451	Tem como sinônimo HETEROTIPICO
8125	59452	Tem como sinônimo HETEROTIPICO
8125	59453	Tem como sinônimo HETEROTIPICO
58521	59453	Tem como sinônimo BASIONIMO
8125	59454	Tem como sinônimo HETEROTIPICO
117019	59493	Tem como sinônimo HETEROTIPICO
117019	59494	Tem como sinônimo HETEROTIPICO
117019	59495	Tem como sinônimo HETEROTIPICO
117019	59496	Tem como sinônimo HETEROTIPICO
117019	59498	Tem como sinônimo HETEROTIPICO
