id	relatedResourceID	relationshipOfResource
8296	58582	Tem como sinônimo HETEROTIPICO
8125	58521	Tem como sinônimo HETEROTIPICO
23334	58530	Tem como sinônimo HETEROTIPICO
23336	58530	Tem como sinônimo HETEROTIPICO
23334	58528	Tem como sinônimo HETEROTIPICO
8239	58518	Tem como sinônimo HETEROTIPICO
59379	58518	Tem como sinônimo HETEROTIPICO
8268	58562	Tem como sinônimo BASIONIMO
132572	58562	Tem como sinônimo BASIONIMO
8153	58541	Tem como sinônimo HETEROTIPICO
59875	58506	Tem como sinônimo HETEROTIPICO
36494	58535	Tem como sinônimo HETEROTIPICO
8124	58585	Tem como sinônimo HETEROTIPICO
130440	58564	Tem como sinônimo BASIONIMO
8283	58520	Tem como sinônimo HETEROTIPICO
133004	58520	Tem como sinônimo HETEROTIPICO
8272	58517	Tem como sinônimo BASIONIMO
23334	58532	Tem como sinônimo HETEROTIPICO
23336	58532	Tem como sinônimo HETEROTIPICO
23333	58591	Tem como sinônimo HETEROTIPICO
8296	58603	Tem como sinônimo HETEROTIPICO
59202	58604	Tem como sinônimo HETEROTIPICO
8352	58581	Tem como sinônimo HOMOTIPICO
8149	58601	Tem como sinônimo HETEROTIPICO
8146	58598	Tem como sinônimo HETEROTIPICO
8136	58588	Tem como sinônimo HETEROTIPICO
8359	58607	Tem como sinônimo HETEROTIPICO
8359	58608	Tem como sinônimo HETEROTIPICO
36518	58617	Tem como sinônimo HETEROTIPICO
8126	58624	Tem como sinônimo HETEROTIPICO
8127	58625	Tem como sinônimo HOMOTIPICO
17860	58569	Tem como sinônimo HETEROTIPICO
8125	58614	Tem como sinônimo HETEROTIPICO
8130	58628	Tem como sinônimo HOMOTIPICO
8296	58633	Tem como sinônimo HETEROTIPICO
17912	58638	Tem como sinônimo HETEROTIPICO
17912	58639	Tem como sinônimo HETEROTIPICO
17912	58640	Tem como sinônimo HETEROTIPICO
23335	58641	Tem como sinônimo HETEROTIPICO
8291	58623	Tem como sinônimo HETEROTIPICO
8146	58597	Tem como sinônimo HETEROTIPICO
8288	58610	Tem como sinônimo HETEROTIPICO
8128	58586	Tem como sinônimo HETEROTIPICO
8146	58602	Tem como sinônimo HETEROTIPICO
36587	58590	Tem como sinônimo HETEROTIPICO
8144	58619	Tem como sinônimo HOMOTIPICO
8146	58599	Tem como sinônimo HETEROTIPICO
36512	58644	Tem como sinônimo HETEROTIPICO
36512	58645	Tem como sinônimo HETEROTIPICO
8276	58647	Tem como sinônimo HETEROTIPICO
8183	58648	Tem como sinônimo HETEROTIPICO
8208	58649	Tem como sinônimo HETEROTIPICO
132576	58649	Tem como sinônimo HETEROTIPICO
8193	58650	Tem como sinônimo HETEROTIPICO
8292	58622	Tem como sinônimo BASIONIMO
36592	58643	Tem como sinônimo HETEROTIPICO
8136	58631	Tem como sinônimo HOMOTIPICO
58942	58609	Tem como sinônimo HOMOTIPICO
8287	58609	Tem como sinônimo HOMOTIPICO
8241	58646	Tem como sinônimo HETEROTIPICO
132562	58646	Tem como sinônimo HETEROTIPICO
8129	58612	Tem como sinônimo HETEROTIPICO
8131	58629	Tem como sinônimo HOMOTIPICO
17904	58657	Tem como sinônimo HETEROTIPICO
132668	58657	Tem como sinônimo HOMOTIPICO
8136	58615	Tem como sinônimo HETEROTIPICO
132746	58653	Tem como sinônimo HOMOTIPICO
8159	58596	Tem como sinônimo BASIONIMO
8129	58627	Tem como sinônimo HOMOTIPICO
58708	58675	Tem como sinônimo HETEROTIPICO
8176	58693	Tem como sinônimo BASIONIMO
8154	58611	Tem como sinônimo HETEROTIPICO
132588	58695	Tem como sinônimo HETEROTIPICO
8235	58696	Tem como sinônimo HETEROTIPICO
132560	58696	Tem como sinônimo HETEROTIPICO
8159	58620	Tem como sinônimo HETEROTIPICO
132625	58679	Tem como sinônimo HETEROTIPICO
30138	58703	Tem como sinônimo HETEROTIPICO
17897	58711	Tem como sinônimo HETEROTIPICO
8194	58737	Tem como sinônimo HETEROTIPICO
8223	58723	Tem como sinônimo HETEROTIPICO
30097	58691	Tem como sinônimo BASIONIMO
59418	58606	Tem como sinônimo HETEROTIPICO
8128	58626	Tem como sinônimo HOMOTIPICO
30100	58724	Tem como sinônimo BASIONIMO
30096	58680	Tem como sinônimo BASIONIMO
8221	58726	Tem como sinônimo HETEROTIPICO
8176	58655	Tem como sinônimo HETEROTIPICO
30105	58734	Tem como sinônimo HETEROTIPICO
30117	58706	Tem como sinônimo HETEROTIPICO
132583	58705	Tem como sinônimo HETEROTIPICO
132571	58666	Tem como sinônimo HETEROTIPICO
132591	58654	Tem como sinônimo HETEROTIPICO
134851	58690	Tem como sinônimo HETEROTIPICO
132591	58686	Tem como sinônimo HETEROTIPICO
30163	58715	Tem como sinônimo HETEROTIPICO
8264	58722	Tem como sinônimo HETEROTIPICO
30098	58707	Tem como sinônimo BASIONIMO
30099	58721	Tem como sinônimo BASIONIMO
58708	58740	Tem como sinônimo HETEROTIPICO
132591	58665	Tem como sinônimo HETEROTIPICO
8178	58713	Tem como sinônimo BASIONIMO
8218	58700	Tem como sinônimo HETEROTIPICO
132638	58716	Tem como sinônimo HETEROTIPICO
132591	58661	Tem como sinônimo HETEROTIPICO
36551	58750	Tem como sinônimo HETEROTIPICO
8199	58714	Tem como sinônimo HETEROTIPICO
8142	58678	Tem como sinônimo BASIONIMO
59418	58712	Tem como sinônimo HETEROTIPICO
30113	58728	Tem como sinônimo BASIONIMO
8235	58694	Tem como sinônimo HETEROTIPICO
132560	58694	Tem como sinônimo HETEROTIPICO
8272	58699	Tem como sinônimo HOMOTIPICO
132550	58660	Tem como sinônimo HETEROTIPICO
8235	58674	Tem como sinônimo HETEROTIPICO
132560	58674	Tem como sinônimo HETEROTIPICO
8239	58676	Tem como sinônimo HETEROTIPICO
59379	58676	Tem como sinônimo HETEROTIPICO
36532	58730	Tem como sinônimo HOMOTIPICO
17854	58730	Tem como sinônimo HETEROTIPICO
8208	58738	Tem como sinônimo HETEROTIPICO
132576	58738	Tem como sinônimo HETEROTIPICO
58708	58746	Tem como sinônimo HETEROTIPICO
36541	58741	Tem como sinônimo HETEROTIPICO
132551	58741	Tem como sinônimo HETEROTIPICO
8241	58747	Tem como sinônimo HETEROTIPICO
132562	58747	Tem como sinônimo HETEROTIPICO
8222	58748	Tem como sinônimo HETEROTIPICO
132588	58748	Tem como sinônimo HETEROTIPICO
132573	58745	Tem como sinônimo BASIONIMO
30111	58664	Tem como sinônimo BASIONIMO
30112	58698	Tem como sinônimo BASIONIMO
8268	58760	Tem como sinônimo HETEROTIPICO
36445	58197	Tem como sinônimo HETEROTIPICO
36450	58199	Tem como sinônimo HETEROTIPICO
36449	58199	Tem como sinônimo HETEROTIPICO
36451	58203	Tem como sinônimo HETEROTIPICO
8079	58156	Tem como sinônimo HETEROTIPICO
36443	58196	Tem como sinônimo HETEROTIPICO
36452	58247	Tem como sinônimo HETEROTIPICO
36451	58285	Tem como sinônimo HETEROTIPICO
36452	58279	Tem como sinônimo HETEROTIPICO
8087	58271	Tem como sinônimo HETEROTIPICO
36451	58198	Tem como sinônimo HETEROTIPICO
36452	58255	Tem como sinônimo HETEROTIPICO
36443	58252	Tem como sinônimo HETEROTIPICO
36451	58241	Tem como sinônimo HETEROTIPICO
36443	58240	Tem como sinônimo HETEROTIPICO
36447	58238	Tem como sinônimo HETEROTIPICO
36443	58234	Tem como sinônimo HETEROTIPICO
8087	58256	Tem como sinônimo HETEROTIPICO
36443	58251	Tem como sinônimo HETEROTIPICO
36452	58253	Tem como sinônimo HETEROTIPICO
36443	58202	Tem como sinônimo HETEROTIPICO
8086	58270	Tem como sinônimo HETEROTIPICO
8061	58163	Tem como sinônimo BASIONIMO
8086	58299	Tem como sinônimo HETEROTIPICO
8089	58317	Tem como sinônimo HETEROTIPICO
8082	58321	Tem como sinônimo HETEROTIPICO
36451	58318	Tem como sinônimo HETEROTIPICO
36446	58195	Tem como sinônimo HETEROTIPICO
8085	58280	Tem como sinônimo HETEROTIPICO
36452	58189	Tem como sinônimo HETEROTIPICO
8087	58262	Tem como sinônimo HETEROTIPICO
36452	58293	Tem como sinônimo HETEROTIPICO
8086	58254	Tem como sinônimo HETEROTIPICO
25571	57179	Tem como sinônimo HETEROTIPICO
17664	56962	Tem como sinônimo HETEROTIPICO
17664	56978	Tem como sinônimo HETEROTIPICO
36028	56985	Tem como sinônimo BASIONIMO
619925	57185	Tem como sinônimo HETEROTIPICO
36194	56994	Tem como sinônimo HETEROTIPICO
29384	57208	Tem como sinônimo HETEROTIPICO
17662	57213	Tem como sinônimo HETEROTIPICO
17497	57214	Tem como sinônimo HETEROTIPICO
17666	56976	Tem como sinônimo HETEROTIPICO
25544	57166	Tem como sinônimo HETEROTIPICO
55524	57167	Tem como sinônimo HETEROTIPICO
22742	57219	Tem como sinônimo BASIONIMO
22745	57223	Tem como sinônimo BASIONIMO
17685	57224	Tem como sinônimo HETEROTIPICO
17557	57234	Tem como sinônimo HETEROTIPICO
54163	57234	Tem como sinônimo HETEROTIPICO
22703	57235	Tem como sinônimo HETEROTIPICO
22705	57236	Tem como sinônimo HETEROTIPICO
22703	57237	Tem como sinônimo HETEROTIPICO
22704	57239	Tem como sinônimo HETEROTIPICO
36101	57245	Tem como sinônimo HETEROTIPICO
22705	57238	Tem como sinônimo HETEROTIPICO
17575	56990	Tem como sinônimo HETEROTIPICO
25544	56990	Tem como sinônimo HETEROTIPICO
22742	57216	Tem como sinônimo HETEROTIPICO
17628	57251	Tem como sinônimo HETEROTIPICO
17561	57256	Tem como sinônimo HETEROTIPICO
17561	57257	Tem como sinônimo HETEROTIPICO
22705	57240	Tem como sinônimo HETEROTIPICO
36105	57241	Tem como sinônimo HETEROTIPICO
22705	57243	Tem como sinônimo HETEROTIPICO
36094	57212	Tem como sinônimo HOMOTIPICO
22704	57244	Tem como sinônimo HETEROTIPICO
36105	57250	Tem como sinônimo HETEROTIPICO
17576	57149	Tem como sinônimo HOMOTIPICO
17671	57262	Tem como sinônimo HETEROTIPICO
55510	57265	Tem como sinônimo HETEROTIPICO
36219	57265	Tem como sinônimo HOMOTIPICO
17448	57266	Tem como sinônimo HOMOTIPICO
17664	57274	Tem como sinônimo HETEROTIPICO
55381	57274	Tem como sinônimo BASIONIMO
17664	57278	Tem como sinônimo HETEROTIPICO
25543	57260	Tem como sinônimo HOMOTIPICO
22705	57242	Tem como sinônimo HETEROTIPICO
17685	57218	Tem como sinônimo HETEROTIPICO
22704	57248	Tem como sinônimo HETEROTIPICO
36028	57231	Tem como sinônimo HOMOTIPICO
22742	57221	Tem como sinônimo HETEROTIPICO
25544	57264	Tem como sinônimo HETEROTIPICO
22734	57252	Tem como sinônimo BASIONIMO
56593	57252	Tem como sinônimo BASIONIMO
36194	57253	Tem como sinônimo BASIONIMO
17630	57254	Tem como sinônimo BASIONIMO
29342	57255	Tem como sinônimo BASIONIMO
17630	57255	Tem como sinônimo HETEROTIPICO
17664	57269	Tem como sinônimo HETEROTIPICO
17685	57217	Tem como sinônimo HETEROTIPICO
17685	57222	Tem como sinônimo HETEROTIPICO
36101	57247	Tem como sinônimo HETEROTIPICO
25544	57268	Tem como sinônimo HETEROTIPICO
22742	57230	Tem como sinônimo HETEROTIPICO
55510	57285	Tem como sinônimo HETEROTIPICO
55513	57290	Tem como sinônimo HOMOTIPICO
17665	57293	Tem como sinônimo HOMOTIPICO
25544	57308	Tem como sinônimo HETEROTIPICO
25544	57315	Tem como sinônimo HETEROTIPICO
29390	57317	Tem como sinônimo HETEROTIPICO
619925	57317	Tem como sinônimo HETEROTIPICO
17454	57320	Tem como sinônimo HETEROTIPICO
55513	57288	Tem como sinônimo HETEROTIPICO
36092	57273	Tem como sinônimo HOMOTIPICO
17664	57258	Tem como sinônimo HETEROTIPICO
22705	57246	Tem como sinônimo HETEROTIPICO
25544	57296	Tem como sinônimo HETEROTIPICO
25550	57310	Tem como sinônimo HOMOTIPICO
36094	57318	Tem como sinônimo HOMOTIPICO
36093	57292	Tem como sinônimo HOMOTIPICO
17671	57272	Tem como sinônimo HETEROTIPICO
55510	57294	Tem como sinônimo HETEROTIPICO
36233	57300	Tem como sinônimo HOMOTIPICO
55510	57300	Tem como sinônimo HETEROTIPICO
25545	57291	Tem como sinônimo HETEROTIPICO
55524	57307	Tem como sinônimo HOMOTIPICO
25530	57275	Tem como sinônimo HOMOTIPICO
25547	57270	Tem como sinônimo HETEROTIPICO
17652	57324	Tem como sinônimo HETEROTIPICO
17489	57325	Tem como sinônimo HETEROTIPICO
35663	57331	Tem como sinônimo BASIONIMO
35663	57332	Tem como sinônimo HETEROTIPICO
17689	57336	Tem como sinônimo HETEROTIPICO
36248	57337	Tem como sinônimo HETEROTIPICO
17497	57343	Tem como sinônimo HETEROTIPICO
17497	57344	Tem como sinônimo HETEROTIPICO
17561	57348	Tem como sinônimo HETEROTIPICO
17561	57349	Tem como sinônimo HETEROTIPICO
36089	57350	Tem como sinônimo HETEROTIPICO
36239	57314	Tem como sinônimo HOMOTIPICO
36241	57319	Tem como sinônimo HOMOTIPICO
55510	57319	Tem como sinônimo HETEROTIPICO
17677	57284	Tem como sinônimo HETEROTIPICO
619925	57299	Tem como sinônimo HOMOTIPICO
35660	57329	Tem como sinônimo BASIONIMO
17664	57282	Tem como sinônimo HETEROTIPICO
25543	57316	Tem como sinônimo HETEROTIPICO
35659	57328	Tem como sinônimo BASIONIMO
25546	57280	Tem como sinônimo BASIONIMO
35662	57330	Tem como sinônimo BASIONIMO
17664	57289	Tem como sinônimo HETEROTIPICO
17561	57354	Tem como sinônimo HETEROTIPICO
17561	57355	Tem como sinônimo HETEROTIPICO
35667	57333	Tem como sinônimo BASIONIMO
36212	57286	Tem como sinônimo BASIONIMO
36082	57358	Tem como sinônimo HETEROTIPICO
36059	57373	Tem como sinônimo HOMOTIPICO
36082	57380	Tem como sinônimo HETEROTIPICO
36066	57383	Tem como sinônimo HOMOTIPICO
17569	57369	Tem como sinônimo HOMOTIPICO
36089	57352	Tem como sinônimo HETEROTIPICO
36057	57361	Tem como sinônimo HETEROTIPICO
36088	57376	Tem como sinônimo HETEROTIPICO
36060	57374	Tem como sinônimo HOMOTIPICO
36089	57351	Tem como sinônimo HETEROTIPICO
36088	57353	Tem como sinônimo HOMOTIPICO
36089	57366	Tem como sinônimo HETEROTIPICO
36082	57372	Tem como sinônimo HETEROTIPICO
36082	57377	Tem como sinônimo HETEROTIPICO
36082	57378	Tem como sinônimo HETEROTIPICO
36063	57381	Tem como sinônimo HOMOTIPICO
36082	57390	Tem como sinônimo HETEROTIPICO
35931	57347	Tem como sinônimo BASIONIMO
36084	57394	Tem como sinônimo BASIONIMO
36087	57395	Tem como sinônimo HOMOTIPICO
36089	57397	Tem como sinônimo HETEROTIPICO
17561	57398	Tem como sinônimo HETEROTIPICO
17466	57401	Tem como sinônimo HETEROTIPICO
17694	57403	Tem como sinônimo HETEROTIPICO
36257	57409	Tem como sinônimo HETEROTIPICO
25544	57413	Tem como sinônimo BASIONIMO
17694	57415	Tem como sinônimo HETEROTIPICO
29265	57362	Tem como sinônimo BASIONIMO
17693	57417	Tem como sinônimo HETEROTIPICO
25520	57388	Tem como sinônimo HOMOTIPICO
17692	57412	Tem como sinônimo HETEROTIPICO
54269	57412	Tem como sinônimo HETEROTIPICO
36262	57416	Tem como sinônimo HETEROTIPICO
17694	57418	Tem como sinônimo HETEROTIPICO
36057	57371	Tem como sinônimo HOMOTIPICO
36089	57370	Tem como sinônimo HETEROTIPICO
36066	57391	Tem como sinônimo HETEROTIPICO
55325	57391	Tem como sinônimo BASIONIMO
55165	57363	Tem como sinônimo HOMOTIPICO
22674	57420	Tem como sinônimo HOMOTIPICO
8082	58323	Tem como sinônimo HETEROTIPICO
8089	58324	Tem como sinônimo HETEROTIPICO
36447	58235	Tem como sinônimo HETEROTIPICO
130333	58245	Tem como sinônimo HETEROTIPICO
36443	58246	Tem como sinônimo HETEROTIPICO
8087	58257	Tem como sinônimo HETEROTIPICO
36451	58259	Tem como sinônimo HETEROTIPICO
36443	58263	Tem como sinônimo HETEROTIPICO
36447	58265	Tem como sinônimo HETEROTIPICO
36440	58266	Tem como sinônimo HETEROTIPICO
36452	58268	Tem como sinônimo HETEROTIPICO
8087	58269	Tem como sinônimo HETEROTIPICO
36446	58288	Tem como sinônimo HETEROTIPICO
36447	58291	Tem como sinônimo HETEROTIPICO
36443	58292	Tem como sinônimo HETEROTIPICO
36451	58300	Tem como sinônimo HETEROTIPICO
8082	58327	Tem como sinônimo HETEROTIPICO
36456	58330	Tem como sinônimo HETEROTIPICO
36456	58332	Tem como sinônimo HETEROTIPICO
36456	58333	Tem como sinônimo HETEROTIPICO
36456	58334	Tem como sinônimo HETEROTIPICO
36456	58335	Tem como sinônimo HETEROTIPICO
36452	58239	Tem como sinônimo HETEROTIPICO
36446	58237	Tem como sinônimo HETEROTIPICO
36457	58340	Tem como sinônimo HETEROTIPICO
36457	58341	Tem como sinônimo HETEROTIPICO
36457	58344	Tem como sinônimo HETEROTIPICO
36457	58348	Tem como sinônimo HETEROTIPICO
36456	58359	Tem como sinônimo HETEROTIPICO
8124	58361	Tem como sinônimo HETEROTIPICO
23325	58362	Tem como sinônimo HETEROTIPICO
23320	58364	Tem como sinônimo HETEROTIPICO
8121	58372	Tem como sinônimo HETEROTIPICO
36457	58349	Tem como sinônimo HETEROTIPICO
36457	58345	Tem como sinônimo HETEROTIPICO
36457	58342	Tem como sinônimo HETEROTIPICO
36447	58315	Tem como sinônimo HETEROTIPICO
23320	58365	Tem como sinônimo HETEROTIPICO
35969	56530	Tem como sinônimo HOMOTIPICO
29240	56494	Tem como sinônimo HOMOTIPICO
35793	56529	Tem como sinônimo HETEROTIPICO
35961	56521	Tem como sinônimo HOMOTIPICO
25497	56517	Tem como sinônimo HOMOTIPICO
35955	56513	Tem como sinônimo HOMOTIPICO
35950	56505	Tem como sinônimo HOMOTIPICO
35959	56518	Tem como sinônimo HOMOTIPICO
17557	56553	Tem como sinônimo HETEROTIPICO
54163	56553	Tem como sinônimo HETEROTIPICO
17557	56556	Tem como sinônimo HETEROTIPICO
54163	56556	Tem como sinônimo HETEROTIPICO
36036	56550	Tem como sinônimo HETEROTIPICO
17561	56559	Tem como sinônimo HETEROTIPICO
17497	56578	Tem como sinônimo HETEROTIPICO
17629	56579	Tem como sinônimo HETEROTIPICO
17629	56588	Tem como sinônimo HETEROTIPICO
82514	56549	Tem como sinônimo HETEROTIPICO
17624	56536	Tem como sinônimo HETEROTIPICO
17628	56612	Tem como sinônimo HETEROTIPICO
17561	56613	Tem como sinônimo HETEROTIPICO
17466	56614	Tem como sinônimo HETEROTIPICO
17497	56615	Tem como sinônimo HETEROTIPICO
17497	56616	Tem como sinônimo HETEROTIPICO
17497	56617	Tem como sinônimo HETEROTIPICO
17561	56619	Tem como sinônimo HETEROTIPICO
22740	56625	Tem como sinônimo HETEROTIPICO
22740	56627	Tem como sinônimo HETEROTIPICO
36206	56629	Tem como sinônimo HETEROTIPICO
17661	56629	Tem como sinônimo HETEROTIPICO
17497	56632	Tem como sinônimo HETEROTIPICO
17629	56597	Tem como sinônimo HETEROTIPICO
36193	56596	Tem como sinônimo HOMOTIPICO
17475	56587	Tem como sinônimo BASIONIMO
22734	56580	Tem como sinônimo HETEROTIPICO
56593	56580	Tem como sinônimo HETEROTIPICO
36191	56581	Tem como sinônimo HETEROTIPICO
17629	56581	Tem como sinônimo HETEROTIPICO
17617	56643	Tem como sinônimo HETEROTIPICO
17618	56644	Tem como sinônimo HETEROTIPICO
17561	56645	Tem como sinônimo HETEROTIPICO
17565	56646	Tem como sinônimo HETEROTIPICO
17565	56647	Tem como sinônimo HOMOTIPICO
17569	56650	Tem como sinônimo HETEROTIPICO
8222	59328	Tem como sinônimo HOMOTIPICO
132588	59328	Tem como sinônimo HOMOTIPICO
17904	59334	Tem como sinônimo HETEROTIPICO
132668	59334	Tem como sinônimo HETEROTIPICO
17884	59313	Tem como sinônimo HOMOTIPICO
8218	59315	Tem como sinônimo HOMOTIPICO
8223	59335	Tem como sinônimo HOMOTIPICO
8270	59306	Tem como sinônimo HETEROTIPICO
132591	59333	Tem como sinônimo HETEROTIPICO
8199	59337	Tem como sinônimo HETEROTIPICO
8221	59326	Tem como sinônimo HOMOTIPICO
8179	59324	Tem como sinônimo HOMOTIPICO
36555	59321	Tem como sinônimo HOMOTIPICO
8172	59320	Tem como sinônimo HETEROTIPICO
30103	59341	Tem como sinônimo HOMOTIPICO
17891	59349	Tem como sinônimo HOMOTIPICO
132625	59349	Tem como sinônimo HOMOTIPICO
36558	59355	Tem como sinônimo HOMOTIPICO
17861	59344	Tem como sinônimo HETEROTIPICO
36552	59308	Tem como sinônimo HOMOTIPICO
8223	59299	Tem como sinônimo HETEROTIPICO
17855	59317	Tem como sinônimo HOMOTIPICO
17861	59323	Tem como sinônimo HETEROTIPICO
17906	59332	Tem como sinônimo HETEROTIPICO
8229	59356	Tem como sinônimo HOMOTIPICO
132626	59356	Tem como sinônimo HOMOTIPICO
8237	59374	Tem como sinônimo HOMOTIPICO
8238	59377	Tem como sinônimo HOMOTIPICO
17894	59369	Tem como sinônimo HOMOTIPICO
8225	59338	Tem como sinônimo HOMOTIPICO
30156	59373	Tem como sinônimo HOMOTIPICO
30109	59388	Tem como sinônimo HOMOTIPICO
36604	59764	Tem como sinônimo HETEROTIPICO
30162	59391	Tem como sinônimo HOMOTIPICO
8232	59346	Tem como sinônimo HETEROTIPICO
8226	59343	Tem como sinônimo HOMOTIPICO
132557	59343	Tem como sinônimo HOMOTIPICO
17890	59345	Tem como sinônimo HOMOTIPICO
132608	59345	Tem como sinônimo HOMOTIPICO
17904	59353	Tem como sinônimo HETEROTIPICO
132668	59353	Tem como sinônimo HETEROTIPICO
8235	59360	Tem como sinônimo HOMOTIPICO
132560	59360	Tem como sinônimo HOMOTIPICO
8222	59364	Tem como sinônimo HETEROTIPICO
132588	59364	Tem como sinônimo HETEROTIPICO
36559	59367	Tem como sinônimo HOMOTIPICO
132589	59367	Tem como sinônimo HOMOTIPICO
8210	59370	Tem como sinônimo HETEROTIPICO
132642	59370	Tem como sinônimo HETEROTIPICO
30155	59372	Tem como sinônimo HOMOTIPICO
132607	59372	Tem como sinônimo HETEROTIPICO
8210	59378	Tem como sinônimo HETEROTIPICO
132642	59378	Tem como sinônimo HETEROTIPICO
8240	59380	Tem como sinônimo HOMOTIPICO
132590	59380	Tem como sinônimo HOMOTIPICO
36563	59382	Tem como sinônimo HOMOTIPICO
132644	59382	Tem como sinônimo HOMOTIPICO
17896	59384	Tem como sinônimo HOMOTIPICO
132609	59384	Tem como sinônimo HOMOTIPICO
36564	59386	Tem como sinônimo HOMOTIPICO
132628	59386	Tem como sinônimo HOMOTIPICO
8269	59759	Tem como sinônimo HETEROTIPICO
8232	59358	Tem como sinônimo HOMOTIPICO
8176	59383	Tem como sinônimo HETEROTIPICO
36568	59387	Tem como sinônimo HETEROTIPICO
132631	59387	Tem como sinônimo HETEROTIPICO
8241	59390	Tem como sinônimo HETEROTIPICO
132562	59390	Tem como sinônimo HETEROTIPICO
8245	59392	Tem como sinônimo HOMOTIPICO
132564	59392	Tem como sinônimo HOMOTIPICO
30161	59381	Tem como sinônimo HOMOTIPICO
8180	59396	Tem como sinônimo HOMOTIPICO
17897	59389	Tem como sinônimo HOMOTIPICO
8175	59352	Tem como sinônimo HETEROTIPICO
36561	59376	Tem como sinônimo HOMOTIPICO
8236	59368	Tem como sinônimo HOMOTIPICO
8230	59357	Tem como sinônimo HOMOTIPICO
17900	59408	Tem como sinônimo HOMOTIPICO
132596	59408	Tem como sinônimo HOMOTIPICO
134571	59413	Tem como sinônimo HOMOTIPICO
132591	59395	Tem como sinônimo HETEROTIPICO
132591	59401	Tem como sinônimo HOMOTIPICO
17861	59403	Tem como sinônimo HOMOTIPICO
17898	59393	Tem como sinônimo HOMOTIPICO
8246	59394	Tem como sinônimo HOMOTIPICO
59379	59365	Tem como sinônimo HETEROTIPICO
8261	59425	Tem como sinônimo HOMOTIPICO
8264	59428	Tem como sinônimo HOMOTIPICO
8181	59433	Tem como sinônimo HOMOTIPICO
58850	59409	Tem como sinônimo HOMOTIPICO
8254	59410	Tem como sinônimo HOMOTIPICO
8258	59422	Tem como sinônimo HOMOTIPICO
8193	59429	Tem como sinônimo HETEROTIPICO
8265	59430	Tem como sinônimo HOMOTIPICO
8235	59414	Tem como sinônimo HETEROTIPICO
132560	59414	Tem como sinônimo HETEROTIPICO
17904	59415	Tem como sinônimo HOMOTIPICO
132668	59415	Tem como sinônimo HETEROTIPICO
8201	59416	Tem como sinônimo HETEROTIPICO
132623	59416	Tem como sinônimo HETEROTIPICO
8256	59417	Tem como sinônimo HOMOTIPICO
132567	59417	Tem como sinônimo HOMOTIPICO
36457	58360	Tem como sinônimo HETEROTIPICO
7268	58287	Tem como sinônimo HETEROTIPICO
14528	58373	Tem como sinônimo HETEROTIPICO
36451	58320	Tem como sinônimo HETEROTIPICO
8087	58314	Tem como sinônimo HETEROTIPICO
36457	58339	Tem como sinônimo HETEROTIPICO
36457	58338	Tem como sinônimo HETEROTIPICO
36444	58303	Tem como sinônimo HETEROTIPICO
8087	58316	Tem como sinônimo HETEROTIPICO
36443	58294	Tem como sinônimo HETEROTIPICO
38904	58369	Tem como sinônimo HETEROTIPICO
8083	58290	Tem como sinônimo HETEROTIPICO
8086	58313	Tem como sinônimo HETEROTIPICO
23320	58404	Tem como sinônimo HETEROTIPICO
88256	58393	Tem como sinônimo HETEROTIPICO
36451	58329	Tem como sinônimo HETEROTIPICO
88256	58406	Tem como sinônimo HETEROTIPICO
88256	58391	Tem como sinônimo HETEROTIPICO
36451	58328	Tem como sinônimo HETEROTIPICO
58274	58328	Tem como sinônimo BASIONIMO
36459	58414	Tem como sinônimo HETEROTIPICO
36494	58415	Tem como sinônimo HETEROTIPICO
8120	58417	Tem como sinônimo HETEROTIPICO
8296	58423	
23320	58366	Tem como sinônimo HETEROTIPICO
58423	58424	Tem como sinônimo HOMOTIPICO
8296	58424	Tem como sinônimo HETEROTIPICO
36512	58425	Tem como sinônimo HETEROTIPICO
8366	58426	
36608	58427	Tem como sinônimo HETEROTIPICO
23325	58429	Tem como sinônimo HETEROTIPICO
8296	58430	
8269	58431	Tem como sinônimo HETEROTIPICO
8269	58432	Tem como sinônimo HETEROTIPICO
8366	58434	
8102	58449	Tem como sinônimo HETEROTIPICO
8359	58450	Tem como sinônimo HETEROTIPICO
36457	58331	Tem como sinônimo HETEROTIPICO
36457	58352	Tem como sinônimo HETEROTIPICO
36457	58347	Tem como sinônimo HETEROTIPICO
8124	58451	Tem como sinônimo HETEROTIPICO
23325	58455	Tem como sinônimo HETEROTIPICO
8296	58456	
23335	58457	Tem como sinônimo HETEROTIPICO
17916	58458	Tem como sinônimo HETEROTIPICO
8269	58459	Tem como sinônimo HETEROTIPICO
36579	58460	Tem como sinônimo HETEROTIPICO
36457	58343	Tem como sinônimo HETEROTIPICO
36457	58337	Tem como sinônimo HETEROTIPICO
36457	58358	Tem como sinônimo HETEROTIPICO
8296	58462	
8257	58466	Tem como sinônimo BASIONIMO
59418	58466	Tem como sinônimo BASIONIMO
8124	58467	Tem como sinônimo HETEROTIPICO
8276	58468	Tem como sinônimo HETEROTIPICO
23325	58469	Tem como sinônimo HETEROTIPICO
8296	58470	
17916	58471	Tem como sinônimo HETEROTIPICO
17912	58472	Tem como sinônimo HETEROTIPICO
17916	58473	Tem como sinônimo HETEROTIPICO
8120	58420	Tem como sinônimo HETEROTIPICO
8119	58413	Tem como sinônimo HETEROTIPICO
8104	58383	Tem como sinônimo HETEROTIPICO
36494	58399	Tem como sinônimo HETEROTIPICO
