id	identifier	bibliographicCitation	title	creator	date	type
105119		Acta Bot. Bras.,24(2)/122,2010	Acta Bot. Bras.	Melo & Semir	2010	
105116		Kew Bull.,64(2)/289,2009	Kew Bull.	Melo & Semir	2009	
81318		Bot. Jahrb. Syst.,125(1)/48,2003	Bot. Jahrb. Syst.	Hilger, H.H. & Diane, N.	2003	
105122		Acta Bot. Bras.,24(2)/126,2010	Acta Bot. Bras.	Melo & Semir	2010	
81317		Kew Bull.,64(2)/288,2009	Kew Bull.	Melo & Semir	2009	
105110		Kew Bull.,64(2)/288,2009	Kew Bull.	Melo & Semir	2009	
105111		Kew Bull.,64(2)/288,2009	Kew Bull.	Melo & Semir	2009	
583110		PhytoKeys,61/104,2016	PhytoKeys	Feuillet, C.	2016	
105112		Kew Bull.,64(2)/288,2009	Kew Bull.	Melo & Semir	2009	
105114		Bot. Jahrb. Syst.,125(1)/48,2003	Bot. Jahrb. Syst.	Hilger, H.H. & Diane, N.	2003	
105115		Kew Bull.,64(2)/289,2009	Kew Bull.	Melo & Semir	2009	
105124		Symb. Bot.,3/21,1794	Symb. Bot.	Vahl, J.	1794	original description
16539		Prod. Stirp. Gott.,217-219,1770	Prod. Stirp. Gott.	Murray, J.A.	1770	original description
16541		Sp. Pl.,1/130,1753	Sp. Pl.	Linnaeus	1753	original description
16542		Contr. Gray Herb.,81/18,1928	Contr. Gray Herb.	Johnston, I.M.	1928	original description
16545		Sp. Pl.,1/130,1753	Sp. Pl.	Linnaeus	1753	original description
105125		Ann. New York Acad. Sci.,7/168,1792	Ann. New York Acad. Sci.	Morong, T.	1792	original description
25298		Encycl.,3/23,1813	Encycl.	Poiret, J.L.M.	1813	original description
105126		Linnaea,4/460,1829	Linnaea	Chamisso, A.	1829	original description
16552		Fl. Flumin. Icon.,2/40,1827	Fl. Flumin. Icon.	Vellozo, J.M.C.	1827	original description
104630		Brittonia,3(3): 470,1940	Brittonia	Smith, A.C.	1940	original description
104630		Trans. Linn. Soc. London, Bot.,28(2): 377-378,1872	Trans. Linn. Soc. London, Bot.	Miers, J.	1872	
604002		Phytotaxa,303 (1): 077-083,2017	Phytotaxa	Abreu, V.H.R. & Esteves, R.L.	2017	original description
604003		Trans. Linn. Soc. London, Bot.,28(2): 377-378,1872	Trans. Linn. Soc. London, Bot.	Miers, J.	1872	original description
604004		Bull. Soc. Bot. France,52, Mém. 3a: 109,1905	Bull. Soc. Bot. France	Glaziou, A.F.M.	1905	
604005		Publ. Field Mus. Nat. Hist., Bot. Ser.,13 (3A, 1): 211,1951	Publ. Field Mus. Nat. Hist., Bot. Ser.	Macbride, J.F.	1951	
593645		Revisão Taxonômica do gênero Peltogyne Vog.,61,1976	Revisão Taxonômica do gênero Peltogyne Vog.	Silva, M.F.	1976	
604008		Contrib. U.S. Natl. Herb.,18(6): 254,1917	Contrib. U.S. Natl. Herb.	Pittier, H.	1917	original description
604009		Phytotaxa,316 (1): 73-78,2017	Phytotaxa	Valadares & Nadruz	2017	original description
81708		Brittonia,3(3): 483,1940	Brittonia	Smith, A.C.	1940	
81708		Fl. bras.,11(1): 145,1878	Fl. bras.	Peyritsch, J.J.	1878	
81708		Hooker's J. Bot. Kew Gard. Misc.,4: 10,1852	Hooker's J. Bot. Kew Gard. Misc.	Bentham, G.	1852	original description
604011		Trans. Linn. Soc. London, Bot.,28(2): 422, pl. 2,1872	Trans. Linn. Soc. London, Bot.	Miers, J.	1872	original description
604012		Hooker's J. Bot. Kew Gard. Misc.,4: 10,1852	Hooker's J. Bot. Kew Gard. Misc.	Bentham, G.	1852	original description
604017		Phytotaxa,319(3): 290,2017	Phytotaxa	Fleischmann et al.	2017	original description
6801		Fl. bras.,11(1): 146,1878	Fl. bras.	Peyritsch, J.J.	1878	
6801		Brittonia,3(3): 495,1940	Brittonia	Smith, A.C.	1940	original description
6801		Trans. Linn. Soc. London, Bot.,28(2): 423-424,1872	Trans. Linn. Soc. London, Bot.	Miers, J.	1872	
604018		Brittonia,3(3): 495,1940	Brittonia	Smith, A.C.	1940	
604018		Trans. Linn. Soc. London, Bot.,28(2): 423-424,1872	Trans. Linn. Soc. London, Bot.	Miers, J.	1872	original description
81687		Fl. bras.,11(1): 146,1878	Fl. bras.	Peyritsch, J.J.	1878	
81687		Trans. Linn. Soc. London, Bot.,28(2): 423-424,1872	Trans. Linn. Soc. London, Bot.	Miers, J.	1872	original description
604019		Brittonia,69 (3): 316-322,2017	Brittonia	Viveros, R.S. & Salino, A.	2017	
604019		Crypt. Vasc. Brésil,1:1-268,1869	Crypt. Vasc. Brésil	Fée, A.L.A.	1869	original description
599722		Flora Brasilensis,1 (2): 142-304,1859	Flora Brasilensis	Sturm, J.W.	1859	original description
597130		Flora Brasilensis,1(2):142-304,1859	Flora Brasilensis	Sturm, J.W.	1859	
597130		Hymenophyllaceae,1:46,1843	Hymenophyllaceae	Presl, C.	1843	original description
594015		Ferns of Jamaica,104,1985	Ferns of Jamaica	Proctor, G.	1985	
594015		Fl. bras.,1(2):142-304,1859	Fl. bras.	Sturm, J.W.	1859	
604020		,II/250,1834		Herbarium Pedemontanum	1834	original description
604021		Brittonia,3(3): 481,1940	Brittonia	Smith, A.C.	1940	
604021		Bull. Torrey Bot. Club,60: 364-365,1933	Bull. Torrey Bot. Club	Smith, A.C.	1933	original description
6802		Brittonia,3(3): 481,1940	Brittonia	Smith, A.C.	1940	
604023	FB1210	Fl. bras.,Vol 3 Part 1 pag. 100,1847	Fl. bras.	Seubert, M.A.	1847	
595789	FB1210	Fl. bras.,Vol 3 Part 1 pag. 10,1847	Fl. bras.	Seubert, M.A.	1847	
604025		Phytotaxa,317/69-75,2017	Phytotaxa	Carrión J.F. et al.	2017	original description
603982		First record of Helichrysum foetidum (L.) Moench.,Check List 13(4): 331-334.,2017	First record of Helichrysum foetidum (L.) Moench.	Barcelos L, Heiden G	2017	
604038		Mant.,1: 348-349,1822	Mant.	Martius, C.F.P. von in Schultes	1822	original description
25364		Brittonia,3(3): 472,1940	Brittonia	Smith, A.C.	1940	
25364		Mant.,1: 348-349,1822	Mant.	Martius, C.P.F. von in Schultes	1822	original description
81689		Gen. Syst.,1: 628,1831	Gen. Syst.	Don, G.	1831	
604039		Fl. bras.,11(1): 148,1878	Fl. bras.	Peyritsch, J.J.	1878	
604039		Brittonia,3(3): 472,1940	Brittonia	Smith, A.C.	1940	
604039		Mant.,1: 348,1822	Mant.	Martius, C.F.P. von in Schultes	1822	original description
601516		Fl. bras.,11(1): 148,1878	Fl. bras.	Peyritsch, J.J.	1878	original description
595099		Trans. Linn. Soc. London, Bot.,28(2): 358,1872	Trans. Linn. Soc. London, Bot.	Miers, J.	1872	
595099		Fl. bras. merid.,2: 108,1829	Fl. bras. merid.	Cambessèdes in Saint-Hilaire	1829	original description
604040		Repert. Bot. Syst.,1: 401,1842	Repert. Bot. Syst.	Walpers, W.G.	1842	original description
604040		Fl. Bras. Merid.,2: 108,1829	Fl. Bras. Merid.	Cambessèdes, J.A. in A. St.-Hil.	1829	
604041		Trans. Linn. Soc. London, Bot.,28(2): 358,1872	Trans. Linn. Soc. London, Bot.	Miers, J.	1872	
604041		Fl. bras. merid.,2(13): 108,1829	Fl. bras. merid.	Cambessèdes in Saint-Hilaire	1829	original description
604042		Trans. Linn. Soc. London, Bot.,28(2): 386-387,1872	Trans. Linn. Soc. London, Bot.	Miers, J.	1872	original description
595118		Fl. bras.,11(1): 150,1878	Fl. bras.	Peyritsch, J.J.	1878	original description
595118		Trans. Linn. Soc. London, Bot.,28(2): 387,1872	Trans. Linn. Soc. London, Bot.	Miers, J.	1872	
6803		Brittonia,3(3): 487,1940	Brittonia	Smith, A.C.	1940	
6803		Fl. bras.,11(1): 147,1878	Fl. bras.	Peyritsch, J.J.	1878	original description
594932		Fl. bras.,11(1): 147,1878	Fl. bras.	Peyritsch, J.J.	1878	original description
604043		Brittonia,3(3): 488,1940	Brittonia	Smith, A.C.	1940	
604043		Fl. bras.,11(1): 147,1878	Fl. bras.	Peyritsch, J.J.	1878	original description
604044		Brittonia,3(3): 488,1940	Brittonia	Smith, A.C.	1940	
604044		Fl. bras.,11(1): 147,1878	Fl. bras.	Peyritsch, J.J.	1878	original description
81709		Brittonia,3(3): 497,1940	Brittonia	Smith,  A.C.	1940	original description
81709		Rodriguesia,61(1): 123,2010	Rodriguesia	Lombardi, J.A.	2010	
81709		Bull. Torrey Bot. Club,66(4): 241,1939	Bull. Torrey Bot. Club	Smith,  A.C.	1939	
81710		Brittonia,3(3): 476,1940	Brittonia	Smith, A.C.	1940	
81710		Publ. Field Mus. Nat. Hist., Bot. Ser.,13: 212,1951	Publ. Field Mus. Nat. Hist., Bot. Ser.	Macbride, J.F.	1951	
81710		Trans. Linn. Soc. London, Bot.,28(2): 371,1872	Trans. Linn. Soc. London, Bot.	Miers, J.	1872	original description
124639		Fl. Flumin.,30,1829	Fl. Flumin.	Vellozo, J.M.C.	1829	original description
124634		Rodriguesia,61(1): 124,2010	Rodriguesia	Lombardi, J.A.	2010	original description
124634		Fl. Flumin.,30,1829	Fl. Flumin.	Vellozo, J.M.C.	1829	
604046		Brittonia,3(3): 476,1940	Brittonia	Smith,  A.C.	1940	
604046		Publ. Field Mus. Nat. Hist., Bot. Ser.,13: 212,1951	Publ. Field Mus. Nat. Hist., Bot. Ser.	Macbride, J.F.	1951	
604046		Trans. Linn. Soc. London, Bot.,28(2): 371,1872	Trans. Linn. Soc. London, Bot.	Miers, J.	1872	original description
81699		Fl. bras.,11(1): 148,1878	Fl. bras.	Peyritsch, J.J.	1878	original description
81711		Brittonia,3(3): 478,1940	Brittonia	Smith, A.C.	1940	original description
104631		Brittonia,3: 478,1940	Brittonia	Smith, A.C.	1940	
104631		Fl. bras.,11(1): 148,1878	Fl. bras.	Peyritsch, J.J.	1878	original description
604049		Neodiversity,10: 2.,2017	Neodiversity	Bastos & Zartman	2017	original description
81697		Rodriguesia,61(1): 123,2010	Rodriguesia	Lombardi, J.A.	2010	
81697		Bull. Torrey Bot. Club,66(4): 242-243,1939	Bull. Torrey Bot. Club	Smith, A.C.	1939	original description
104629		Novon,2(3): 234,1992	Novon	Mennega, A.M.W.	1992	
104629		Rodriguesia,61(1): 123,2010	Rodriguesia	Lombardi, J.A.	2010	
104629		Bull. Torrey Bot. Club,66(4): 242,1939	Bull. Torrey Bot. Club	Smith, A.C.	1939	original description
124624		Novon,2(3): 234,1992	Novon	Mennega, A.M.W.	1992	
124624		Rodriguesia,61(1): 123,2010	Rodriguesia	Lombardi, J.A.	2010	
604052		Novon,25(1): 84,2016	Novon	Taylor & Hollowell	2016	original description
604053		Novon,25 (1): 85,2016	Novon	Taylor & Hollowell	2016	original description
604054		Novon,25 (1): 90,2016	Novon	Taylor & Hollowell	2016	original description
81713		Hist. Pl. Guiane,1: 31,1775	Hist. Pl. Guiane	Aublet, F.	1775	original description
604055		Brittonia,3(3): 492,1940	Brittonia	Smith, A.C.	1940	
604055		Fl. bras.,11(1): 146,1878	Fl. bras.	Peyritsch, J.J.	1878	
604055		Trans. Linn. Soc. London, Bot.,28(2):422,1872	Trans. Linn. Soc. London, Bot.	Miers, J.	1872	original description
604057		Novon,25 (1): 91,2016	Novon	Taylor &Hollowell	2016	original description
604058		Novon,25 (1): 93,2016	Novon	Taylor & Hollowell	2016	original description
604059		Novon,25 (1): 94,2016	Novon	Taylor & Hollowell	2016	original description
604060		Novon,25 (1): 96,2016	Novon	Taylor & Hollowell	2016	original description
600587		Fl. bras.,11(1): 146,1878	Fl. bras.	Peyritsch, J.J.	1878	original description
600587		Brittonia,3(3): 492,1940	Brittonia	Smith, A.C.	1940	
600587		Trans. Linn. Soc. London, Bot.,28(2): 423,1872	Trans. Linn. Soc. London, Bot.	Miers, J.	1872	
604061		Novon,25 (1):97,2016	Novon	Taylor & Hollowell	2016	original description
604062		Novon,25 (1): 98,2016	Novon	Taylor & Hollowell	2016	original description
87533		Novon,25 (1): 99,2016	Novon	Taylor & Hollowell	2016	
604068		Rodriguesia,68: 518,2017	Rodriguesia	Borges, L.M. et al.	2017	original description
604069		Rodriguésia,68(2): 523,2017	Rodriguésia	Borges, L.M. et al.	2017	original description
604070		Rodriguésia,68(2): 530,2017	Rodriguésia	Borges, L.M. et al.	2017	original description
6775		Brittonia,3(3): 522,1940	Brittonia	Smith, A.C.	1940	
6775		Repert. Bot. Syst.,1: 400,1842	Repert. Bot. Syst.	Walpers, W.G.	1842	
6775		Trans. Linn. Soc. London, Bot.,28: 396,1872	Trans. Linn. Soc. London, Bot.	Miers, J.	1872	
6775		Fl. bras. merid.,2: 107,1829	Fl. bras. merid.	Cambessèdes in Saint-Hilaire	1829	original description
604072		Brittonia,3(3): 522,1940	Brittonia	Smith, A.C.	1940	
604072		Repert. Bot. Syst.,1: 400,1842	Repert. Bot. Syst.	Walpers, W.G.	1842	
604072		Trans. Linn. Soc. London, Bot.,28(2): 396,1872	Trans. Linn. Soc. London, Bot.	Miers, J.	1872	
604072		Fl. bras. merid.,2(13): 107,1829	Fl. bras. merid.	Cambessèdes in Saint-Hilaire	1829	original description
604073		Brittonia,3(3): 522,1940	Brittonia	Smith,  A.C.	1940	
604073		Repert. Bot. Syst.,1: 400,1842	Repert. Bot. Syst.	Walpers, W.G.	1842	original description
604073		Trans. Linn. Soc. London, Bot.,28(2): 396,1872	Trans. Linn. Soc. London, Bot.	Miers, J.	1872	
604073		Fl. Bras. Merid.,2(13): 107,1829	Fl. Bras. Merid.	Cambess	1829	
17787		Brittonia,3(3): 514,1940	Brittonia	Smith, A.C.	1940	
17787		Fl. bras. merid.,2: 111,1829	Fl. bras. merid.	Cambessèdes in Saint-Hilaire	1829	original description
604074		Trans. Linn. Soc. London, Bot.,28(2): 381,1872	Trans. Linn. Soc. London, Bot.	Miers, J.	1872	original description
604075		Trans. Linn. Soc. London, Bot.,28(2): 380,1872	Trans. Linn. Soc. London, Bot.	Miers, J.	1872	original description
604077		Repert. Bot. Syst.,1: 402,1842	Repert. Bot. Syst.	Walpers, W.G.	1842	
604077		Trans. Linn. Soc. London, Bot.,28(2): 409,1872	Trans. Linn. Soc. London, Bot.	Miers, J.	1872	
604077		Flora,20(2, Beibl.): 96-97,1837	Flora	C.P.F. von Martius	1837	original description
604078		Plantas Novas Mineiras,Herb. Boiss. ser. 2, 2: 326.,1902	Plantas Novas Mineiras	Christ, H. in Schwacke	1902	original description
600169		Repert. Bot. Syst.,1: 402,1842	Repert. Bot. Syst.	Walpers, W.G.	1842	original description
600169		Trans. Linn. Soc. London, Bot.,28(2): 409,1872	Trans. Linn. Soc. London, Bot.	Miers, J.	1872	
600169		Flora,20(2, Beibl.): 96-97,1837	Flora	C.P.F. von Martius	1837	
604079		Repert. Bot. Syst.,1: 402,1842	Repert. Bot. Syst.	Walpers, W.G.	1842	
604079		Trans. Linn. Soc. London, Bot.,28(2): 409,1872	Trans. Linn. Soc. London, Bot.	Miers, J.	1872	
604079		Flora,20(2, Beibl.): 96-97,1837	Flora	C.P.F. von Martius	1837	original description
604080		Repert. Bot. Syst.,1: 402,1842	Repert. Bot. Syst.	Walpers, W.G.	1842	
604080		Trans. Linn. Soc. London, Bot.,28(2): 408,1872	Trans. Linn. Soc. London, Bot.	Miers, J.	1872	
604080		Brittonia,3(3): 514,1940	Brittonia	Smith, A.C.	1940	
604080		Fl. bras. merid.,2: 111,1829	Fl. bras. merid.	Cambessèdes, J.A. in A. St.-Hil.	1829	original description
596079		Repert. Bot. Syst.,1: 402,1842	Repert. Bot. Syst.	Walpers, W.G.	1842	
596079		Trans. Linn. Soc. London, Bot.,28(2): 408,1872	Trans. Linn. Soc. London, Bot.	Miers, J.	1872	
596079		Brittonia,3(3): 514,1940	Brittonia	Smith, A.C.	1940	
596079		Fl. bras. merid.,2: 111,1829	Fl. bras. merid.	Cambessèdes, J. in A. St.-Hil.	1829	original description
604081		Bot. Jahrb. Syst.,19(2-3, Beibl. 47): 26,1894	Bot. Jahrb. Syst.	Christ, H.	1894	original description
604082		Repert. Bot. Syst.,1: 402,1842	Repert. Bot. Syst.	Walpers, W.G.	1842	
604082		Trans. Linn. Soc. London, Bot.,28(2): 408,1872	Trans. Linn. Soc. London, Bot.	Miers, J.	1872	
604082		Brittonia,3(3): 541,1940	Brittonia	Smith,  A.C.	1940	
604082		Fl. bras. merid.,2: 111,1829	Fl. bras. merid.	Cambessèdes, J. in A. St.-Hil.	1829	original description
604084		Mém. Soc. Linn. Paris,6(3): 328,1827	Mém. Soc. Linn. Paris	Desvaux, E.	1827	original description
597847		Trans. Linn. Soc. London, Bot.,28(2): 404,1872	Trans. Linn. Soc. London, Bot.	Miers, J.	1872	original description
604085		Mém. Soc. Linn. Paris,6 (3): 329,1827	Mém. Soc. Linn. Paris	Desvaux, E.	1827	original description
604086		Mem. Soc. Linn. Paris,6: 328, t. 7, f. 4.,1827	Mem. Soc. Linn. Paris	Desvaux, E.	1827	original description
604087		Fl. bras.,11(1): 151,1878	Fl. bras.	Peyritsch, J.J.	1878	original description
81676		Hooker's J. Bot. Kew Gard. Misc.,4: 9,1852	Hooker's J. Bot. Kew Gard. Misc.	Bentham, G.	1852	original description
22422		Trans. Linn. Soc. London, Bot.,28(2): 403,1872	Trans. Linn. Soc. London, Bot.	Miers, J.	1872	original description
22422		Hooker's J. Bot. Kew Gard. Misc.,4: 9,1852	Hooker's J. Bot. Kew Gard. Misc.	Bentham, G.	1852	
22423		Novon,14(3): 320,2004	Novon	Lombardi, J.A.	2004	
22424		Publ. Field Mus. Nat. Hist., Bot. Ser.,13(3A, 1): 214,1951	Publ. Field Mus. Nat. Hist., Bot. Ser.	Macbride, J.F.	1951	
604089		Publ. Field Mus. Nat. Hist., Bot. Ser.,13(3A, 1): 214,1951	Publ. Field Mus. Nat. Hist., Bot. Ser.	Macbride, J.F.	1951	
604089		Novon,14(3): 320,2004	Novon	Lombardi, J.A.	2004	
604089		Brittonia,3(3): 500-501,1940	Brittonia	Smith, A.C.	1940	original description
81660		Brittonia,3(3): 512,1940	Brittonia	Smith,  A.C.	1940	
81660		Repert. Spec. Nov. Regni Veg.,14(405-408): 333-334,1916	Repert. Spec. Nov. Regni Veg.	Urban I.	1916	original description
604093		Brittonia,3: 521,1940	Brittonia	Smith,  A.C.	1940	
604093		Repert. Spec. Nov. Regni Veg.,1: 163,1905	Repert. Spec. Nov. Regni Veg.	Loesener, T.	1905	original description
22425		Brittonia,3(3): 521,1940	Brittonia	Smith, A.C.	1940	
22425		Feddes Repert. Spec. Nov. Regni Veg.,1: 163-164,1905	Feddes Repert. Spec. Nov. Regni Veg.	Loesener, T.	1905	original description
6778		in DC. Prodr.,1: 570,1824	in DC. Prodr.	De Candolle, A.P.	1824	
6778		Brittonia,3(3): 508,1940	Brittonia	Smith, A.C.	1940	
6778		Jahrb. Gewächsk.,1(3): 68,1820	Jahrb. Gewächsk.	Link, J.H.F.	1820	original description
604095		Verh. Bot. Vereins Prov. Brandenburg,48: 179,1907	Verh. Bot. Vereins Prov. Brandenburg	Loesener, T.	1907	original description
604096		Trans. Linn. Soc. London, Bot.,4(3): 338,1895	Trans. Linn. Soc. London, Bot.	Moore, S.	1895	original description
104625		Fl. bras.,11(1): 153,1878	Fl. bras.	Peyritsch, J.J.	1878	original description
600671		Brittonia,3(3): 508-509,1940	Brittonia	Smith,  A.C.	1940	
600671		Fl. bras.,11(1): 153,1878	Fl. bras.	Peyritsch, J.J.	1878	original description
604098		Fl. bras.,11(1): 153,1878	Fl. bras.	Peyritsch, J.J.	1878	
604098		in DC. Prodr.,1: 570,1824	in DC. Prodr.	De Candolle, A.P.	1824	
604098		Brittonia,3(3): 508,1940	Brittonia	Smith, A.C.	1940	
604098		Jahrb. Gewächsk.,1(3): 68,1820	Jahrb. Gewächsk.	Link, J.H.F.	1820	original description
16916		Fl. bras.,3(1): 265.,1855	Fl. bras.	Seubert	1855	original description
604103		Neodiversity,10: 8.,2017	Neodiversity	Bastos, C.J.P. & Vilas Bôas-Bastos, S.B.	2017	original description
604105		Phytotaxa,324:179-186,2017	Phytotaxa	R.L. Soares Neto et al.	2017	original description
29895		Brittonia,7(3): 300-301,1985	Brittonia	Cowan, R.S.	1985	
83790		Brittonia,1: 1-228,1967	Brittonia	Cowan, R.S.	1967	
29895		Linnaea,11: 175,1937	Linnaea	Vogel	1937	original description
604108		Phytotaxa,326(1): 71.,2017	Phytotaxa	Bastos, C.J.P., Reiner-Drehwald, M.E. & Schäfer-Verwimp, A. &	2017	original description
39649		Vidensk. Meddel. Dansk Natuhist. Foren. Kjøbenhavn,104,1877	Vidensk. Meddel. Dansk Natuhist. Foren. Kjøbenhavn	Hieronymus, G.	1877	original description
83791		Flora Neotropica,1: 1-228.,1968	Flora Neotropica	Cowan, R. S.	1968	
23189		Flora Neotropica,1: 1-228,1967	Flora Neotropica	Cowan, R. S.	1967	
15135		Syst. Veg.,1: 647,1825	Syst. Veg.	Sprengel, C.	1825	original description
15137		Linnaea,7: 119,1832	Linnaea	Chamisso, A.	1832	original description
600287		Fl. Bras.,13(1): 71, pl. 16, f. 2,1863	Fl. Bras.	Eichler, A.G.	1863	original description
91231		Epimel. Bot.,14,1851	Epimel. Bot.	C. Presl	1851	original description
91233		Icon. Filic.,t. 201. 1831; NPfl. 105.,1831	Icon. Filic.	Hook. & Grev.	1831	original description
594589		Icon. Fil.,2(11): t. 204.,1831	Icon. Fil.	Hook. & Grev.	1831	original description
91234		Mém. Soc. Linn. Paris,6(3): 326,1827	Mém. Soc. Linn. Paris	Desvaux, N.A.	1827	original description
97590		Sp. Hepat.,5: 824.,1896	Sp. Hepat.	Stephani F.	1896	original description
97592		Mem. Soc. Fauna Flora Fenn.,25: 68.,1949	Mem. Soc. Fauna Flora Fenn.	Herzog, T.	1949	original description
97593		Hedwigia 5(1-2),378.,1963	Hedwigia 5(1-2)	Bichler, H., Bonner, C.E.B. B. & Miller, A.	1963	original description
111565		Annals of the Missouri Botanical Garden,79(4): 944,1992	Annals of the Missouri Botanical Garden	Pipoly, J.J.	1992	original description
597618		Syst. Piperac.,466,1844	Syst. Piperac.	Miquel, F.A.W.	1844	original description
594851		Syst. Piperac.,473,1844	Syst. Piperac.	Miquel, F.A.W.	1844	original description
594515		Enumeratio Filicum,264,1824	Enumeratio Filicum	Kaulfuss	1824	original description
91265		Encyclopédie Méthodique, Botanique,8: 65,1808	Encyclopédie Méthodique, Botanique	Poiret	1808	original description
599907		Analecta Pteridographica,48,1837	Analecta Pteridographica	Kunze	1837	original description
91243		Bradea,VI (47): 408,1996	Bradea	Windisch P.G.	1996	
91243		Actes Soc. Hist. Nat. Paris,1: 114,1792	Actes Soc. Hist. Nat. Paris	Richard	1792	original description
91253		Hymenophyllaceae,15, 36,1843	Hymenophyllaceae	Presl, C.	1843	original description
124621		Brittonia,3(3): 497,1940	Brittonia	Smith, A.C.	1940	
124621		Rodriguésia,61(1): 123,2010	Rodriguésia	Lombardi, J.A.	2010	
81693		Rodriguésia,61(1): 123,2010	Rodriguésia	Lombardi, J.A.	2010	
81693		Bull. Torrey Bot. Club,66(4): 241,1939	Bull. Torrey Bot. Club	Smith, A.C.	1939	original description
22426		Trans. Linn. Soc. London, Bot.,28(2): 411,1872	Trans. Linn. Soc. London, Bot.	Miers, J.	1872	
22426		Brittonia,3(3): 520,1940	Brittonia	Smith, A.C.	1940	
22426		Narr. Voy. Herald,1: 90,1853	Narr. Voy. Herald	Seemann, B.C.	1853	original description
604132		Trans. Linn. Soc. London, Bot.,28(2): 411,1872	Trans. Linn. Soc. London, Bot.	Miers, J.	1872	
604132		Brittonia,3(3): 520,1940	Brittonia	Smith, A.C.	1940	
604132		Narr. Voy. Herald,1: 90,1853	Narr. Voy. Herald	Seemann, B.C.	1853	original description
91201		Nov. Gen. Sp. Pl.,1: 26,1815	Nov. Gen. Sp. Pl.	Kunth	1815	original description
91202		Syst. Veg.,4(1): 133,1827	Syst. Veg.	Sprengel	1827	original description
91213		Enum. Filic.,267,1824	Enum. Filic.	Kaulfuss	1824	original description
